-2.9999999979993333 2.875
-2.999037873892423 2.875
-2.998075749785512 2.875
-2.9959896442203653 2.875
-2.9940417813372378 2.875
-2.992132127791681 2.875
-2.990060616894799 2.875
-2.988127348679936 2.875
-2.9860322231137473 2.875
-2.9839753068851294 2.875
-2.9820566333385305 2.875
-2.9799761024406064 2.875
-2.9780338142247014 2.875
-2.976129735346367 2.875
-2.9740637991167076 2.875
-2.9721361055690667 2.875
-2.9700465546701005 2.875
-2.967995213108705 2.875
-2.9660821142293288 2.875
-2.964007157998627 2.875
-2.9620704444499446 2.875
-2.9599718735499367 2.875
-2.9579115119874997 2.875
-2.9559893931070813 2.875
-2.9539054168753376 2.875
-2.951959683325613 2.875
-2.950052159113459 2.875
-2.94798277754998 2.875
-2.94605163866852 2.875
-2.9439586424357347 2.875
-2.94190385554052 2.875
-2.9399873113273243 2.875
-2.9389481105450637 2.875
-2.937908909762803 2.875
-2.9374238700421778 2.875
-2.936938830321552 2.875
-2.936908515339013 2.875
-2.9368782003564737 2.875
-2.936847885373935 2.875
-2.936817570391396 2.75
-2.9367569404263176 2.75
-2.9366963104612394 2.75
-2.936575050531083 2.75
-2.9364537906009263 2.75
-2.9362112707406136 2.75
-2.935968750880301 2.75
-2.935017776107835 2.75
-2.9340668013353697 2.75
-2.932002994439113 2.75
-2.9300774302248755 2.75
-2.9279900086593122 2.75
-2.926040829775768 2.75
-2.9241298602297947 2.75
-2.922057033332496 2.75
-2.9201224491172164 2.75
-2.9180260075506115 2.75
-2.9159677753215774 2.75
-2.9140477857745624 2.75
-2.9119659388762216 2.75
-2.9100223346599 2.75
-2.908116939781149 2.75
-2.906049687551073 2.75
-2.9041206780030158 2.75
-2.9020298111036333 2.75
-2.8999771535418217 2.75
-2.8980627386620292 2.75
-2.895986466430911 2.75
-2.894048436881812 2.75
-2.8919485499813873 2.75
-2.8898868724185336 2.75
-2.887963437537699 2.75
-2.885878145305539 2.75
-2.883931095755398 2.75
-2.882022255542828 2.75
-2.879951557978932 2.75
-2.8780191030970554 2.75
-2.8759247908638534 2.75
-2.874896739416038 2.75
-2.8738686879682223 2.75
-2.8733892229148195 2.75
-2.8729097578614162 2.75
-2.8726700253347146 2.75
-2.872430292808013 2.75
-2.8723703596763377 2.75
-2.8723104265446624 2.75
-2.8722804599788248 2.625
-2.872250493412987 2.625
-2.8722205268471495 2.625
-2.872190560281312 2.625
-2.8720706940179612 2.625
-2.87195082775461 2.625
-2.8709109689721415 2.625
-2.869871110189673 2.625
-2.867929635306754 2.625
-2.8660263697614066 2.625
-2.8639612468647333 2.625
-2.862034366650079 2.625
-2.8599456290840997 2.625
-2.8579951342001393 2.625
-2.8560828486537497 2.625
-2.854008705756035 2.625
-2.8520728055403386 2.625
-2.849975047973317 2.625
-2.8479154997438663 2.625
-2.8459941941964346 2.625
-2.8439110312976776 2.625
-2.8419661110809398 2.625
-2.8400594002017727 2.625
-2.8379908319712803 2.625
-2.8360605064228066 2.625
-2.8339683235230075 2.625
-2.8319143499607793 2.625
-2.82999861908057 2.625
-2.8279210308490357 2.625
-2.8259816852995203 2.625
-2.8240805490875758 2.625
-2.822017555524306 2.625
-2.8200928046430547 2.625
-2.818006196410478 2.625
-2.8160578308599207 2.625
-2.814147674646934 2.625
